time	latency
0	0.0
100	0.0
200	0.0
301	0.0
402	11.247002
503	11.679904
604	13.459249
707	25.148664
807	35.71368
908	37.751366
1008	43.21545
1109	38.44685
1210	38.4337
1310	36.321396
1411	40.323906
1512	37.9068
1612	29.71328
1713	25.04438
1814	23.451588
1917	19.419107
2018	29.768871
2119	26.761913
2220	26.348745
2321	22.899067
2421	20.776464
2521	17.061657
2622	19.185764
2722	24.87845
2823	17.328602
2924	23.106632
3025	38.376045
3126	28.623074
3240	28.808174
3340	19.142649
3441	41.043995
3541	41.374527
3642	53.74977
3743	56.012283
3843	111.37863
3944	63.58799
4045	89.1068
4147	67.16978
4249	53.388275
4350	31.600441
4451	23.435068
4552	34.995728
4652	31.180958
4753	81.97853
4859	128.32756
4960	41.384903
5061	36.08239
5162	130.00658
5262	92.3307
5363	71.825676
5464	13.661166
5564	9.42823
5665	57.219257
5765	25.688267
5866	39.615856
5967	29.08963
6068	17.765839
6168	60.70174
6269	40.98215
6521	20.42542
6622	27.391777
6722	17.186064
6823	10.110895
6924	7.0458746
7025	23.605911
7127	28.399933
7227	52.39966
7328	20.767668
7430	10.4512825
7531	41.607967
7632	43.40574
7733	57.459404
7834	21.233297
7935	77.405235
8036	14.476979
8136	9.719603
8237	7.8678856
8337	20.096981
8438	9.082439
8539	12.125462
8641	17.730051
8746	16.026566
8846	39.195866
8947	44.209667
9048	14.951806
9149	12.657843
9250	40.739483
9350	64.298805
9451	22.132923
9552	15.447514
9653	19.411415
9753	30.87329
9853	13.735662
9954	24.526691
10054	9.946615
10154	11.660783
10254	31.437986
10358	24.932226
