time	latency
0	0.0
103	0.0
203	0.0
304	0.0
406	0.0
506	0.0
607	0.0
707	0.0
808	0.0
909	0.0
1010	0.0
1111	0.0
1212	0.0
1313	0.0
1413	0.0
1514	0.0
1615	0.0
1715	0.0
1815	0.0
1917	0.0
2017	0.0
2119	0.0
2220	0.0
2321	0.0
2422	0.0
2523	0.0
2624	0.0
2724	0.0
2824	0.0
2925	0.0
3026	0.0
3127	0.0
3228	0.0
3329	0.0
3429	0.0
3530	0.0
3630	0.0
3731	0.0
3832	0.0
3933	0.0
4033	0.0
4134	0.0
4234	0.0
4335	0.0
4436	0.0
4537	0.0
4638	0.0
4740	0.0
4840	0.0
4941	0.0
5042	0.0
5142	0.0
5243	0.0
5344	0.0
5445	0.0
5546	0.0
5646	0.0
5746	0.0
5847	0.0
5948	0.0
6049	0.0
6149	0.0
6250	0.0
6351	0.0
6452	0.0
6834	0.0
6935	0.0
7036	0.0
7138	0.0
7239	0.0
7340	0.0
7440	0.0
7541	0.0
7642	0.0
7742	0.0
7843	0.0
7944	0.0
8045	0.0
8146	0.0
8247	0.0
8401	0.0
8502	0.0
8603	0.0
8703	0.0
8804	0.0
8906	0.0
9008	0.0
9108	0.0
9209	0.0
9310	0.0
9411	0.0
9512	0.0
9612	0.0
9713	0.0
9813	0.0
9914	0.0
10015	0.0
10116	0.0
10218	0.0
10319	0.0
