time	latency
0	0.0
102	0.0
309	0.0
409	11.79111
510	35.57294
611	27.601059
712	22.601164
813	69.17422
914	28.015709
1015	81.23863
1116	41.410976
1217	33.67901
1318	92.44071
1419	49.673065
1519	18.253462
1620	16.049595
1720	8.76322
1821	18.31174
1923	12.44588
2024	112.89546
2125	74.3385
2226	18.305857
2327	27.092297
2427	23.115053
2527	16.61021
2628	16.372078
2728	27.28931
2829	12.616791
2930	70.57596
3031	76.24832
3132	33.105095
3233	18.202587
3335	115.74365
3436	99.05564
3537	8.072895
3637	79.52545
3738	71.956604
3841	12.284267
3942	91.81017
4055	107.46915
4155	6.741295
4257	14.161072
4357	30.303352
4457	31.386251
4558	42.37441
4659	72.447624
4759	68.226006
4860	3.6674206
4961	52.497646
5062	3.9853096
5163	4.205661
5264	4.3626404
5364	26.45621
5464	5.908657
5565	56.779663
5666	100.04198
5766	3.970442
5867	4.5224233
5968	14.287029
6070	8.1181135
6272	4.1989822
6373	11.733618
6473	5.1708593
6574	19.234121
6675	9.205778
6776	28.425241
6877	5.7947254
6977	109.98816
7079	110.43093
7180	9.585314
7281	20.503454
7382	6.2678595
7482	4.318744
7583	59.341824
7684	52.008183
7784	79.06866
7884	4.0717335
7986	3.394105
8086	3.790956
8187	152.75226
8287	106.33946
8388	169.65695
8532	17.969536
8633	9.190491
8736	53.968513
8837	9.306959
8938	6.2667036
9040	8.478619
9140	6.1431746
9242	6.406885
9343	25.205276
9443	149.23767
9544	58.68902
9646	67.396576
9747	26.33123
9847	202.69188
9948	18.606169
